Rythme machine : 20 respiration / min
Rythme inspiration spontanée : 12 respiration / min

temps (ms), commande pression (mmH2O), pression mesurée(mmH2O)
450675,100,135
450685,100,139
450695,100,134
450705,100,137
450715,100,133
450725,100,133
450735,100,131
450745,100,131
450755,100,130
450765,100,131
450775,100,129
450785,100,131
450795,100,131
450805,100,130
450815,100,129
450825,100,128
450835,100,127
450845,100,127
450855,100,126
450865,100,126
450875,100,124
450885,100,125
450895,100,124
450905,100,124
450915,100,124
450925,100,122
450935,100,123
450945,100,122
450955,100,121
450965,100,121
450975,100,119
450985,100,119
450995,100,119
451005,100,119
451015,100,119
451025,100,118
451035,100,119
451045,100,118
451055,100,117
451065,100,115
451075,100,117
451085,100,115
451095,100,114
451105,100,115
451115,100,115
451125,100,114
451135,100,114
451145,100,115
451155,100,115
451165,100,113
451175,100,112
451185,100,112
451195,100,112
451205,100,110
451215,100,111
451225,100,110
451235,100,110
451245,100,111
451255,100,110
451265,100,111
451275,100,111
451285,100,109
451295,100,109
451305,100,108
451315,100,108
451325,100,108
451335,100,105
451345,100,108
451355,100,106
451365,100,106
451375,100,108
451385,100,106
451395,100,108
451405,100,105
451415,100,106
451425,100,104
451435,100,106
451445,100,103
451455,100,105
451465,100,104
451475,100,104
451485,100,103
451495,100,104
451505,100,104
451515,100,103
451525,100,103
451535,100,103
451545,100,102
451555,100,103
451565,100,101
451575,100,100
451585,100,101
451595,100,99
451605,100,100
451615,100,100
451625,100,101
451635,100,102
451645,100,101
451655,100,101
451665,100,100
451675,100,99
451685,100,98
451695,100,99
451705,100,98
451715,100,98
451725,100,99
451735,100,99
451745,100,99
451755,100,98
451765,100,98
451775,100,98
451785,100,97
451795,100,98
451805,100,97
451815,100,97
451825,100,98
451835,100,98
451845,100,98
451855,100,97
451865,100,98
451875,100,96
451885,100,96
451895,100,97
451905,100,95
451915,100,96
451925,100,95
451935,100,95
451945,100,95
451955,100,98
451965,100,95
451975,100,97
451985,100,97
451995,100,95
452005,100,96
452015,100,96
452025,100,93
452035,100,96
452045,100,93
452055,100,96
452065,100,95
452075,100,96
452085,100,97
452095,100,97
452105,100,97
452115,100,96
452125,100,96
452135,100,96
452145,100,94
452155,100,96
452165,100,96
452175,270,96
452185,270,97
452195,270,97
452205,270,97
452215,270,96
452225,270,98
452235,270,98
452245,270,98
452255,270,99
452265,270,99
452275,270,98
452285,270,99
452295,270,98
452305,270,98
452315,270,99
452325,270,98
452335,270,98
452345,270,98
452355,270,136
452365,270,108
452375,270,160
452385,270,154
452395,270,182
452405,270,181
452415,270,193
452425,270,206
452435,270,207
452445,270,216
452455,270,220
452465,270,221
452475,270,231
452485,270,225
452495,270,229
452505,270,236
452515,270,232
452525,270,232
452535,270,248
452545,270,248
452555,270,243
452565,270,251
452575,270,248
452585,270,250
452595,270,247
452605,270,256
452615,270,252
452625,270,258
452635,270,255
452645,250,264
452655,250,270
452665,250,268
452675,250,269
452685,250,271
452695,250,270
452705,250,274
452715,250,269
452725,250,277
452735,250,271
452745,250,278
452755,250,271
452765,250,272
452775,250,271
452785,250,253
452795,250,257
452805,250,248
452815,250,242
452825,250,231
452835,250,225
452845,250,218
452855,250,215
452865,250,213
452875,250,212
452885,250,212
452895,250,213
452905,250,212
452915,250,216
452925,250,214
452935,250,216
452945,250,216
452955,250,216
452965,250,215
452975,250,216
452985,250,215
452995,250,216
453005,250,215
453015,250,216
453025,250,216
453035,250,215
453045,250,216
453055,250,216
453065,250,215
453075,250,216
453085,250,217
453095,250,217
453105,250,216
453115,250,215
453125,250,216
453135,250,216
453145,250,216
453155,250,215
453165,250,217
453175,100,216
453185,100,217
453195,100,215
453205,100,217
453215,100,216
453225,100,214
453235,100,216
453245,100,215
453255,100,216
453265,100,216
453275,100,215
453285,100,215
453295,100,215
453305,100,215
453315,100,215
453325,100,215
453335,100,216
453345,100,215
453355,100,213
453365,100,194
453375,100,189
453385,100,170
453395,100,166
453405,100,156
453415,100,154
453425,100,148
453435,100,145
453445,100,144
453455,100,142
453465,100,141
453475,100,141
453485,100,141
453495,100,141
453505,100,146
453515,100,144
453525,100,144
453535,100,144
453545,100,142
453555,100,141
453565,100,140
453575,100,138
453585,100,139
453595,100,138
453605,100,136
453615,100,136
453625,100,136
453635,100,134
453645,100,134
453655,100,133
453665,100,133
453675,100,132
453685,100,133
453695,100,131
453705,100,131
453715,100,130
453725,100,129
453735,100,128
453745,100,128
453755,100,128
453765,100,127
453775,100,127
453785,100,126
453795,100,126
453805,100,126
453815,100,125
453825,100,125
453835,100,123
453845,100,123
453855,100,123
453865,100,122
453875,100,122
453885,100,120
453895,100,119
453905,100,119
453915,100,119
453925,100,119
453935,100,119
453945,100,119
453955,100,119
453965,100,119
453975,100,118
453985,100,117
453995,100,116
454005,100,115
454015,100,114
454025,100,114
454035,100,115
454045,100,114
454055,100,114
454065,100,116
454075,100,114
454085,100,115
454095,100,112
454105,100,112
454115,100,113
454125,100,111
454135,100,111
454145,100,110
454155,100,110
454165,100,110
454175,100,109
454185,100,111
454195,100,109
454205,100,111
454215,100,110
454225,100,109
454235,100,109
454245,100,106
454255,100,108
454265,100,106
454275,100,106
454285,100,108
454295,100,105
454305,100,108
454315,100,105
454325,100,108
454335,100,105
454345,100,105
454355,100,105
454365,100,105
454375,100,103
454385,100,102
454395,100,99
454405,100,98
454415,100,98
454425,100,97
454435,100,98
454445,100,96
454455,100,97
454465,100,96
454475,100,95
454485,100,93
454495,100,92
454505,100,91
454515,100,91
454525,100,91
454535,100,93
454545,100,93
454555,100,92
454565,100,93
454575,100,92
454585,100,92
454595,100,92
454605,100,92
454615,100,91
454625,100,92
454635,100,93
454645,100,93
454655,100,94
454665,100,92
454675,100,94
454685,100,94
454695,100,94
454705,100,94
454715,100,95
454725,100,94
454735,100,94
454745,100,95
454755,100,95
454765,100,95
454775,100,96
454785,100,97
454795,100,97
454805,100,97
454815,100,97
454825,100,98
454835,100,98
454845,100,98
454855,100,98
454865,100,98
454875,100,99
454885,100,99
454895,100,100
454905,100,100
454915,100,102
454925,100,103
454935,100,101
454945,100,103
454955,100,102
454965,100,103
454975,100,104
454985,100,104
454995,100,104
455005,100,105
455015,100,105
455025,100,105
455035,100,105
455045,100,105
455055,100,105
455065,100,105
455075,100,105
455085,100,105
455095,100,107
455105,100,106
455115,100,106
455125,100,105
455135,100,105
455145,100,105
455155,100,105
455165,100,105
455175,270,105
455185,270,104
455195,270,104
455205,270,104
455215,270,105
455225,270,105
455235,270,107
455245,270,110
455255,270,110
455265,270,111
455275,270,111
455285,270,109
455295,270,110
455305,270,109
455315,270,109
455325,270,109
455335,270,108
455345,270,108
455355,270,138
455365,270,112
455375,270,167
455385,270,156
455395,270,189
455405,270,188
455415,270,198
455425,270,202
455435,270,212
455445,270,214
455455,270,229
455465,270,232
455475,270,235
455485,270,230
455495,270,243
455505,270,236
455515,270,243
455525,270,252
455535,270,245
455545,270,254
455555,270,254
455565,270,254
455575,250,263
455585,250,258
455595,250,263
455605,250,253
455615,250,267
455625,250,269
455635,250,255
455645,250,266
455655,250,271
455665,250,261
455675,250,275
455685,250,260
455695,250,260
455705,250,260
455715,250,254
455725,250,248
455735,250,234
455745,250,233
455755,250,221
455765,250,214
455775,250,209
455785,250,205
455795,250,204
455805,250,202
455815,250,202
455825,250,204
455835,250,204
455845,250,206
455855,250,205
455865,250,206
455875,250,206
455885,250,207
455895,250,206
455905,250,206
455915,250,206
455925,250,206
455935,250,205
455945,250,206
455955,250,205
455965,250,206
455975,250,205
455985,250,206
455995,250,205
456005,250,205
456015,250,206
456025,250,205
456035,250,205
456045,250,205
456055,250,205
456065,250,206
456075,250,207
456085,250,205
456095,250,207
456105,250,206
456115,250,205
456125,250,206
456135,250,206
456145,250,206
456155,250,206
456165,250,206
456175,100,207
456185,100,205
456195,100,205
456205,100,206
456215,100,205
456225,100,206
456235,100,205
456245,100,205
456255,100,205
456265,100,205
456275,100,205
456285,100,205
456295,100,205
456305,100,205
456315,100,205
456325,100,206
456335,100,205
456345,100,206
456355,100,204
456365,100,185
456375,100,180
456385,100,161
456395,100,158
456405,100,147
456415,100,148
456425,100,139
456435,100,141
456445,100,136
456455,100,137
456465,100,138
456475,100,138
456485,100,141
456495,100,141
456505,100,142
456515,100,142
456525,100,139
456535,100,141
456545,100,135
456555,100,137
456565,100,134
456575,100,134
456585,100,132
456595,100,133
456605,100,132
456615,100,134
456625,100,131
456635,100,134
456645,100,131
456655,100,131
456665,100,129
456675,100,130
456685,100,127
456695,100,126
456705,100,127
456715,100,125
456725,100,127
456735,100,127
456745,100,125
456755,100,126
456765,100,124
456775,100,123
456785,100,123
456795,100,122
456805,100,120
456815,100,120
456825,100,121
456835,100,119
456845,100,122
456855,100,119
456865,100,119
456875,100,119
456885,100,119
456895,100,119
456905,100,118
456915,100,118
456925,100,116
456935,100,116
456945,100,115
456955,100,114
456965,100,114
456975,100,115
456985,100,117
456995,100,117
457005,100,114
457015,100,114
457025,100,113
457035,100,112
457045,100,109
457055,100,112
457065,100,111
457075,100,111
457085,100,112
457095,100,112
457105,100,112
457115,100,112
457125,100,110
457135,100,109
457145,100,109
457155,100,107
457165,100,108
457175,100,108
457185,100,106
457195,100,108
457205,100,106
457215,100,109
457225,100,107
457235,100,107
457245,100,106
457255,100,105
457265,100,107
457275,100,103
457285,100,106
457295,100,103
457305,100,105
457315,100,104
457325,100,106
457335,100,104
457345,100,105
457355,100,103
457365,100,103
457375,100,103
457385,100,102
457395,100,102
457405,100,101
457415,100,102
457425,100,101
457435,100,103
457445,100,102
457455,100,103
457465,100,102
457475,100,102
457485,100,101
457495,100,100
457505,100,99
457515,100,99
457525,100,100
457535,100,101
457545,100,100
457555,100,100
457565,100,100
457575,100,99
457585,100,98
457595,100,98
457605,100,98
457615,100,98
457625,100,98
457635,100,98
457645,100,98
457655,100,98
457665,100,98
457675,100,98
457685,100,98
457695,100,98
457705,100,97
457715,100,96
457725,100,97
457735,100,97
457745,100,96
457755,100,95
457765,100,97
457775,100,96
457785,100,95
457795,100,96
457805,100,96
457815,100,96
457825,100,95
457835,100,96
457845,100,95
457855,100,97
457865,100,97
457875,100,97
457885,100,97
457895,100,97
457905,100,97
457915,100,97
457925,100,96
457935,100,95
457945,100,96
457955,100,95
457965,100,95
457975,100,95
457985,100,95
457995,100,95
458005,100,96
458015,100,96
458025,100,97
458035,100,97
458045,100,95
458055,100,96
458065,100,95
458075,100,95
458085,100,94
458095,100,95
458105,100,97
458115,100,97
458125,100,97
458135,100,97
458145,100,96
458155,100,96
458165,100,95
resetting LCD screen
458175,270,96
458188,270,97
458198,270,96
458208,270,96
458218,270,97
458228,270,98
458238,270,98
458248,270,98
458258,270,98
458268,270,98
458278,270,98
458288,270,98
458298,270,98
458308,270,97
458318,270,98
458328,270,97
458338,270,98
458348,270,101
458358,270,119
458368,270,134
458378,270,145
458388,270,169
458398,270,166
458408,270,189
458418,270,186
458428,270,206
458438,270,204
458448,270,217
458458,270,230
458468,270,220
458478,270,231
458488,270,231
458498,270,238
458508,270,234
458518,270,238
458528,270,241
458538,270,237
458548,270,240
458558,270,245
458568,270,248
458578,270,250
458588,270,259
458598,270,250
458608,250,263
458618,250,252
458628,250,263
458638,250,260
458648,250,259
458658,250,267
458668,250,259
458678,250,268
458688,250,260
458698,250,266
458708,250,263
458718,250,263
458728,250,258
458738,250,255
458748,250,254
458758,250,248
458768,250,234
458778,250,235
458788,250,217
458798,250,209
458808,250,202
458818,250,204
458828,250,201
458838,250,202
458848,250,201
458858,250,204
458868,250,203
458878,250,206
458888,250,204
458898,250,205
458908,250,205
458918,250,205
458928,250,205
458938,250,204
458948,250,205
458958,250,204
458968,250,205
458978,250,205
458988,250,205
458998,250,205
459008,250,205
459018,250,205
459028,250,205
459038,250,205
459048,250,205
459058,250,205
459068,250,205
459078,250,205
459088,250,204
459098,250,205
459108,250,205
459118,250,204
459128,250,205
459138,250,205
459148,250,204
459158,250,205
459168,250,205
459178,100,205
459188,100,204
459198,100,205
459208,100,205
459218,100,204
459228,100,204
459238,100,204
459248,100,204
459258,100,205
459268,100,204
459278,100,205
459288,100,204
459298,100,205
459308,100,205
459318,100,205
459328,100,205
459338,100,205
459348,100,205
459358,100,195
459368,100,179
459378,100,173
459388,100,153
459398,100,151
459408,100,141
459418,100,139
459428,100,135
459438,100,133
459448,100,134
459458,100,133
